title,subtitle
As crianças que terão de ser separadas após mãe matar pai,Os pais de um homem inglês assassinado por sua mulher chinesa concordaram com um acordo de custódia para levar sua neta para o Reino Unido. Isso significa que eles devem deixar o irmão da menina com seus avós maternos em uma cidade remota no noroeste da China.
Prefeito de Niterói segue preso após ter HC negado pelo STF,"O Supremo Tribunal Federal (STF) negou pedido liminar de habeas corpus para o prefeito de Niterói, Rodrigo Neves Barreto. A decisão foi proferida pelo ministro Dias Toffoli, que encaminhou o pedido para apreciação do relator, ministro Roberto Barroso. Rodrigo Neves foi preso em 10 de dezembro, a partir de denúncia apresentada à Justiça pelo Ministério Público Rio de Janeiro."
Witzel modifica agenda para acompanhar posse de Bolsonaro,"A posse do governador eleito do Rio de Janeiro Wilson Witzel e seu vice-governador, Claudio Castro, no dia 1° de janeiro na Assembleia Legislativa do Rio de Janeiro (Alerj) será rápida para que o governador possa embarcar, ainda pela manhã, para Brasília para assistir a posse do presidente da República, Jair Bolsonaro. A transmissão do cargo e a posse do secretariado sofrerá modificação e ficará para o dia seguinte, no Palácio Guanabara."
A perturbadora vida secreta de adoradores de Adolf Hitler e da Ku Klux Klan,"Três pessoas foram condenadas por integrarem o grupo Ação Nacional. Adam Thomas, de 22 anos, sua parceira Claudia Patatas, de 38, e Daniel Bogunovic, de 27, eram membros da organização neonazista de extrema direita que foi banida por leis de antiterrorismo após celebrar publicamente o assassinato da parlamentar trabalhista Jo Cox."
Os 6 traços de personalidade associados ao sucesso no trabalho,"Você é curioso, consciente e competitivo? Você também tem qualidades mais misteriosas, como ""fácil adaptação"", ""aceitação de ambiguidade"" e ""abordagem de riscos""? Se sim, parabéns! Segundo uma pesquisa de psicologia, esses seis traços constituem uma personalidade de ""alto potencial"" que o levará longe na vida."
Damares aciona PF após ameaças de morte nas redes,"A futura ministra da Mulher, Família e Direitos Humanos, Damares Alves, disse neste sábado (29) que vem sofrendo ameaças nas redes sociais há uma semana e que está conversando com a Polícia Federal. Segundo contou a futura ministra, as ameaças começaram em sua página do Facebook e por mensagens de WhatsApp, mas ela diz não ter levado a sério, porque achou que era uma forma de ""deboche"". Mas, com a publicação de uma reportagem do portal Metrópoles neste sábado, que diz que o mesmo grupo que ameaçou o presidente eleito Jair Bolsonaro na posse também a tem como alvo, ela ficou mais preocupada e sua equipe entrou em contato com a PF."
Hotéis no DF têm 90% de ocupação com aproximação de posse,"Às vésperas da cerimônia de posse do presidente eleito, Jair Bolsonaro, em 1º de janeiro, quem vier a Brasília pode ter dificuldades de hospedagem. É que a ocupação hoteleira já passa dos 90%, segundo o Sindicato de Bares e Restaurantes do Distrito Federal (Sindhobar). No DF, são cerca de 16 mil vagas em hoteis e pousadas."
Deputados querem reajuste automático igual ao do Supremo,"BRASÍLIA - A campanha para a presidência da Câmara ressuscitou a polêmica sobre o aumento salarial dos deputados. Depois que ministros do Supremo Tribunal Federal (STF) conseguiram elevar em 16,38% os seus vencimentos - que saltaram de R$ 33,7 mil para RS 39,3 mil -, parlamentares engrossaram a cobrança pelo mesmo reajuste."
Trump culpa democratas por morte de crianças na fronteira,"WASHINGTON - O presidente dos Estados Unidos, Donald Trump, responsabilizou, neste sábado, 29, os democratas pela morte de duas crianças guatemaltecas sob custódia da patrulha fronteiriça americana, em meio a um confronto político em razão da paralisação parcial do governo."
Bolsonaro é recebido por motociclistas em Brasília,"Aos gritos de ""mito"", o presidente eleito, Jair Bolsonaro, foi recepcionado por um grupo de apoiadores motociclistas ao chegar, cerca das 17h20 deste sábado, 29, na Granja do Torto, uma das residências oficiais da Presidência da República, em Brasília."
Por que tantos países estão fazendo as pazes com a maconha?,"Ao redor do mundo, atitudes em relação ao consumo de cannabis estão mudando."
Primeiro-ministro de Israel passeia em praia no Rio,"O primeiro-ministro de Israel, Binyamin Netanyahu, aproveitou o segundo dia de sua visita oficial ao Brasil, sem compromissos públicos, para dar um passeio pela Praia do Leme, na zona sul do Rio. Na primeira visita de um primeiro-ministro israelense ao Brasil na história, Netanyahu ficará no País até terça-feira (1º), quando participará da cerimônia de posse de Jair Bolsonaro como presidente, em Brasília (DF)."
Carro invade pista e aeroporto de Hanôver é fechado,"As operações do aeroporto de Hanôver, na Alemanha, foram interrompidas na tarde deste sábado (29/12) após um carro avançar contra um portão e invadir a pista. O incidente ocorreu por volta de 15h30 no horário local (12h30 em Brasília)."
"BC leiloou US$ 12,25 bilhões das reservas para segurar dólar","Em um mês de instabilidade no mercado financeiro global, o Banco Central (BC) leiloou US$ 12,25 bilhões das reservas internacionais para segurar a alta do dólar, que encerrou 2018 com alta de 16,9%. O valor foi obtido pela Agência Brasil com base em comunicados da autoridade monetária. Desde 28 de novembro, o BC tem vendido dólares das reservas com o compromisso de recomprar o dinheiro futuramente."
Incêndio do Museu Nacional e tsunamis: as tragédias de 2018,"Tragédias e desastres naturais, como furacões, incêndios e desabamentos, ocorrem todos os anos e sempre mobilizam o País e o mundo dependendo da gravidade. Em 2018, alguns eventos inesperados deixaram marcas profundas que jamais serão apagadas. É o caso do incêndio no Museu Nacional, no Rio de Janeiro, que havia completado 200 anos em junho e cujo acervo de 20 milhões de itens históricos foi quase todo destruído."
Bolsonaro se posiciona sobre boicote de PT e Psol em posse,"O presidente eleito, Jair Bolsonaro (PSL), disse lamentar o anúncio de Psol e PT, de que seus deputados e senadores não vão participar da cerimônia de posse, no dia 1º de janeiro, no Congresso. ""Soube que PT e Psol não comparecerão à cerimônia de posse presidencial em repúdio a mim. Lamento!"", escreveu, no Twitter."
Esquadrão antibomba é acionado por mala achada em ministério,"O esquadrão antibombas da Polícia Militar do Distrito Federal foi acionado após um segurança ter encontrado uma mala nos arredores do prédio do Ministério do Planejamento. Militares do Batalhão de Operações Especiais (Bope) chegaram a usar o aparato para esse tipo de operação, mas a mala estava com roupas e nenhum tipo de material explosivo foi encontrado, segundo a Secretaria de Segurança Pública do DF."
Bolsonaro diz que liberará posse de arma de fogo por decreto,"O presidente eleito, Jair Bolsonaro (PSL), afirmou que liberará a posse de arma de fogo por meio de um decreto, assim como tornará o registro da arma definitivo. ""Por decreto pretendemos garantir a POSSE de arma de fogo para o cidadão sem antecedentes criminais, bem como tornar seu registro definitivo"", escreveu, no Twitter."
Ernesto Araújo: 'Divina providência' uniu Bolsonaro e Olavo,"O futuro ministro das Relações Exteriores, Ernesto Araújo, escreveu artigo para a edição de janeiro da revista americana The New Criterion no qual diz que ""Deus está de volta"" no Brasil e afirma que acredita que foi a ""divina providência"" que ""uniu as ideias de Olavo de Carvalho à determinação e ao patriotismo de Jair Bolsonaro"". Segundo ele, o filósofo Olavo de Carvalho, Bolsonaro e a Operação Lava Jato foram responsáveis por quebrar o ""marxismo cultural"" estabelecido pelo PT."
Bebês brasileiros que nascerem na virada vão ganhar R$ 2 mil,"Os bebês que nascerem de parto normal nas primeiras duas horas de 2019 vão receber um plano de previdência com R$ 2.019 investidos. A ação ""Bebês da Virada"" é uma iniciativa da Icatu Seguros, e tem o objetivo de despertar a população para a importância do planejamento do futuro financeiro desde cedo."
"Mais Médicos vai ser revisto, afirma futuro ministro","Com críticas à gestão atual e passada, o futuro ministro da Saúde, Henrique Mandetta, afirmou nesta sexta-feira, 28, que o programa Mais Médicos seria caracterizado por improvisações, ""desde o dia em que foi instalado até hoje"", e que vai ser revisto ""como um todo""."
Bolsonaro destaca afinidade ideológica com Israel e EUA,O presidente eleito Jair Bolsonaro destacou nesta sexta-feira a afinidade ideológica com Estados Unidos e Israel e afirmou que juntos esses países podem se ajudar e propagar o bem a seus povos.
Bolsonaro viaja para posse em Brasília na tarde deste sábado,"O presidente eleito, Jair Bolsonaro, embarcou para Brasília, na Base Aérea do Galeão, na zona norte do Rio, para a cerimônia de posse na terça-feira, 1º de janeiro."
PF vê indícios de desacato de advogado a Lewandowski em voo,"A Polícia Federal acredita que ""há indícios do cometimento de crime de desacato"" pelo advogado Cristiano Caiado de Acioli, de 39 anos, que, em um voo que ia de São Paulo para Brasília no último dia 4 de dezembro, disse ao ministro Ricardo Lewandowski ter vergonha do Supremo Tribunal Federal e vergonha de ser brasileiro por causa da Corte."
Bomba mata dois turistas perto de pirâmides no Egito,"Dois turistas morreram e outras 12 pessoas ficaram feridas nesta sexta-feira (28/12) após a explosão de uma bomba caseira colocada perto de um ônibus repleto de turistas nas proximidades das pirâmides de Gizé, nos arredores do Cairo, informou o Ministério do Interior do Egito."
Justiça de Goiás recebe denúncia do MP contra João de Deus,"O Ministério Público de Goiás (MP-GO) enviou ao Tribunal de Justiça do estado (TJ-GO), hoje (28), denúncia contra o médium goiano João Teixeira de Faria, o João de Deus. Segundo o tribunal a denúncia foi feita por violação sexual e estupro de vulnerável. O TJ-GO confirmou o recebimento da denúncia e disse que ""está em mesa para análise"". O caso corre em segredo de Justiça.  "
"Ano termina com dólar e bolsa em altas de 16,9% e 15%","Depois de um dia de poucos negócios no mercado financeiro, a bolsa e o dólar fecharam o ano com valorização. O dólar comercial encerrou 2018 vendido a R$ 3,876, com valorização acumulada de 16,9% em relação ao fim de 2017. O índice Ibovespa, da Bolsa de Valores de São Paulo, fechou o último pregão do ano aos 87.887 pontos, com alta acumulada de 15%."
PT e Psol anunciam boicote à posse de Bolsonaro no Congresso,"A liderança do PT na Câmara e a Executiva Nacional do Psol informaram nesta sexta-feira, 28, que nenhum de seus parlamentares participará da cerimônia de posse do presidente eleito Jair Bolsonaro no dia 1º de janeiro no Congresso."
Bolsonaro afirma que pretende visitar Israel até março,"O presidente eleito, Jair Bolsonaro, fará visita oficial a Israel até março, conforme pronunciamento conjunto após uma reunião com o primeiro-ministro israelense, Benjamin Netanyahu, na tarde desta sexta-feira, 28, no Rio. Bolsonaro e Netanyahu almoçaram e se reuniram no Forte de Copacabana, na zona sul do Rio."
Michelle Obama se torna mulher mais admirada dos EUA,"Hillary Clinton perdeu sua posição de mulher mais admirada dos Estados Unidos após 18 anos para Michelle Obama, de acordo com nova pesquisa do instituto Gallup."
"""1º ano de governo será mata-mata', diz executivo do Itaú","À frente da Itaúsa, holding de investimentos do Itaú Unibanco, Alfredo Setubal acredita que o futuro presidente do Brasil, Jair Bolsonaro (PSL), montou seu governo calcado em dois pilares: Paulo Guedes, para conduzir a economia, e Sérgio Moro, para encampar as mudanças contra a corrupção. ""É uma eleição anti-establishment. O primeiro ano será difícil. O presidente vai ter de aprender a governar e negociar com Congresso. Treino é treino e jogo é jogo. Não é um campeonato de pontos corridos, é de mata-mata. Se as reformas não forem aprovadas, o governo vai sofrer muito."" A seguir, os principais trechos da entrevista."
Temer cria órgão de fiscalização de Lei de Proteção de Dados,"Em um decreto publicado no Diário Oficial da União nesta sexta-feira, 28, o presidente Michel Temer criou a Autoridade Nacional de Proteção de Dados (ANPD), órgão que fiscalizará a Lei Geral de Proteção de Dados no Brasil a partir de 2020. A instituição era considerada por especialistas como indispensável e havia sido vetada por Temer em agosto desse ano, quando a lei de dados foi sancionada."
Mourão contradiz Bolsonaro e pede Previdência em uma votação,"BRASÍLIA - O vice-presidente eleito, general Hamilton Mourão, afirmou ao ""Estadão/Broadcast"" que a reforma da Previdência será a ""prioridade número um"" do futuro governo e deve ser encaminhada no primeiro semestre ao Congresso. E, segundo ele, a proposta é que seja uma votação única, e não fatiada, como chegou a ser dito até pelo próprio Jair Bolsonaro."
Criança de 3 anos se perde da família e morre em metrô de SP,"Um menino de 3 anos morreu após se perder da família e ser atingido por um trem entre as estações Santa Cruz e Praça da Árvore da linha 1-Azul do Metrô. O caso ocorreu na manhã deste domingo, 23, quando Luan Silva Oliveira ia com a mãe, a dona de casa Lineia Oliveira Silva, de 25 anos, e os irmãos de 7 e 9 anos para Santos, no litoral paulista. O sogro de Lineia e o marido dela também estavam no metrô. A polícia investiga o caso."
"Em 11,6%, desemprego ainda atinge 12 milhões, aponta IBGE","RIO DE JANEIRO - A taxa de desemprego no Brasil ficou em 11,6% nos três meses até novembro, informou o Instituto Brasileiro de Geografia e Estatística (IBGE) nesta sexta-feira, 28. A quantidade é a mais baixa desde junho de 2016 e representa mais de 12 milhões de brasileiros desempregados. Os dados são da Pesquisa Nacional por Amostra de Domicílios Contínua (Pnad Contínua)."
Decreto permite destruição de 'aeronaves hostis' em posse,"O Diário Oficial da União (DOU) desta sexta-feira, 28, publica decreto do presidente da República, Michel Temer, que estabelece procedimentos a serem observados com relação a aeronaves suspeitas ou hostis durante a posse do presidente eleito, Jair Bolsonaro, em 1º de janeiro de 2019. A medida tem o objetivo de combater eventuais ameaças à segurança durante o evento."
Projeto de Bolsonaro prevê leiloar Congonhas e Santos Dumont,"BRASÍLIA - Joias da coroa da Infraero, os aeroportos de Congonhas e Santos Dumont devem ser leiloados no primeiro trimestre de 2022, para contratos de concessão de 30 anos, segundo a programação feita pela equipe de transição do governo de Jair Bolsonaro. Serão os últimos a sair da administração da Infraero que, ao final do processo, será extinta, como antecipou ao ""Estado"" o futuro ministro da Infraestrutura, Tarcísio Gomes de Freitas."
Temer decreta redução de 20% nos subsídios na conta de luz,"BRASÍLIA - A poucos dias de deixar o comando do País, o presidente Michel Temer assinou um ato que promete reduzir o peso dos subsídios na conta de luz do consumidor comum. Por decreto, Temer decidiu que vários descontos hoje bancados pela Conta de Desenvolvimento Energético (CDE) ""serão reduzidos à razão de vinte por cento ao ano sobre o valor inicial, até que a alíquota seja zero."" A redução gradativa começa já a partir de 1º de janeiro de 2019 e se dará nos respectivos reajustes ou procedimentos ordinários de revisão tarifária."
"São Paulo pode alcançar Fla e Palmeiras, diz economista","Dentre os clubes mais ricos do Brasil, o São Paulo é aquele mais próximo de alcançar Flamengo e Palmeiras, que hoje ocupam o topo do ranking. A análise parte do economista Cesar Grafietti, consultor do Itaú BBA e responsável pela análise financeira das principais agremiações nacionais há oito anos."
Ex-assessor de Flávio Bolsonaro passará por cirurgia urgente,"Em nota divulgada nesta quinta-feira, 27, o Ministério Público do Rio informou que o ex-policial militar Fabrício Queiroz, ex-assessor do deputado estadual Flávio Bolsonaro (PSL), vai passar por ""cirurgia urgente"". Segundo a Promotoria, Fabrício Queiroz, investigado por movimentações atípicas em sua conta, apontadas pelo Conselho de Controle de Atividades Financeiras (Coaf), apresentou ""atestados que comprovam grave enfermidade""."
"Referência do candomblé, Mãe Stella de Oxóssi morre aos 93","SÃO PAULO - Uma das mais importantes representantes do candomblé no Brasil, a ialorixá Mãe Stella de Oxóssi morreu aos 93 anos nesta quinta-feira, 27, em Santo Antônio de Jesus, no Recôncavo Baiano. Nas redes sociais, políticos e artistas lamentaram o falecimento da líder religiosa."
Assassino diz ter se desentendido com Camata sobre processos,"Uma disputa judicial pode ter sido a principal motivação para que o ex-assessor parlamentar Marcos Venício Moreira Andrade, 66 anos, assassinasse a tiros o ex-governador do Espírito Santo e ex-senador, Gérson Camata (MDB), na tarde de ontem (26). Segundo a secretaria estadual de Segurança Pública, Andrade usou uma arma não registrada para balear Camata em uma rua movimentada do bairro Praia do Canto, em Vitória."
"Posse de Bolsonaro terá grande bloqueio aéreo, diz FAB","BRASÍLIA - A Força Aérea Brasileira (FAB) informou nesta quinta-feira que montou para a posse do presidente eleito, Jair Bolsonaro (PSL-RJ), no dia 1º de janeiro, um dos maiores esquemas de exclusão do espaço aéreo concentrado em um único local. O planejamento adotado só é semelhante ao utilizado em grandes eventos, como a Copa do Mundo, em 2014, e a Olimpíada de 2016."
O que é sensação térmica e por que não 'fritamos' quando ela ultrapassa os 80º C,"A informação divulgada pelo Sistema Meteorológico do Paraná (Simepar) de que a sensação térmica na cidade Antonina, a 87 km de Curitiba, chegou a escaldantes 81º C no dia 18 de dezembro, deixou muita gente espantada. Não é para menos. Esta é mais ou menos a temperatura de um cafezinho ou do chimarrão dos gaúchos. É apenas, também, cerca de 20º C a menos do que a temperatura de fervura da água."
Veja os chefes de Estado confirmados na posse de Bolsonaro,"A cerimônia de posse do presidente eleito, Jair Bolsonaro tem, até o momento, a presença confirmada de 12 chefes de Estado. A expectativa do Itamaraty é de que 60 delegações estrangeiras participem da posse. "
Juros do cartão e do cheque especial sobem em novembro,"Depois de um leve arrefecimento em outubro, as taxas de juros cobradas no cheque especial e no cartão de crédito voltaram a subir em novembro, de acordo com o Banco Central (BC). Nem mesmo a manutenção da Selic (a taxa básica de juros) no seu menor patamar e o baixo índice de inadimplência foram suficientes para impedir o aumento dos juros nessas modalidades - as mais caras para as famílias."
Bolsonaro fará pente-fino em ações do governo Temer,"O governo do presidente eleito Jair Bolsonaro vai passar um pente-fino nas decisões tomadas nos últimos 60 dias da gestão Michel Temer, podendo até revogar medidas, conforme o documento ""Agenda de Governo"" distribuído pela equipe do futuro chefe do Executivo a ministros nesta quinta-feira e obtido pela Reuters."
China: por que o país mais populoso do mundo precisa incentivar suas famílias a ter mais filhos,"Quando a China acabou com a política do filho único, há três anos, havia esperança de que os casais tivessem um segundo filho para ajudar a desacelerar o ritmo de envelhecimento da sociedade. Mas não está funcionando."
Desastres climáticos de 2018 geraram US$ 85 bilhões em danos,"LONDRES (Thomson Reuters Foundation) - De enchentes a episódios de calor extremo, 10 dos piores desastres climáticos de 2018 causaram o equivalente a pelo menos 84,8 bilhões de dólares em prejuízos, segundo estudo publicado pela organização de caridade Christian Aid nesta quinta-feira."
PF apura suposta ameaça terrorista à posse de Bolsonaro,"A Polícia Federal vai investigar em um inquérito uma suposta ameaça de atentado na posse do presidente eleito, Jair Bolsonaro, marcada para o dia 1º. Segundo uma fonte da PF disse ao Estado, a atuação do órgão na posse presidencial não será alterada."
Detentos fizeram rebeliões em penitenciárias de todo o país,"Uma série de rebeliões aconteceram  em penitenciárias em todo o Brasil em 2018. A primeira delas aconteceu logo no primeiro dia do ano, no Complexo Prisional de Aparecida de Goiânia, e resultou na fuga de 99 presos. Ao menos nove detentos foram mortos e 14 ficaram feridos na rebelião. Pelo caso, a então presidente do Supremo Tribunal Federal (STF) e do Conselho Nacional de Justiça (CNJ), ministra Cármen Lúcia, ordenou a produção de relatórios sobre a situação do presídio."
DF: Principal reservatório de água atinge capacidade de 100%,"Pela primeira vez em 2 anos e 8 meses, a Barragem do Descoberto, que abastece mais de 60% do Distrito Federal (DF), atingiu nesta quinta-feira (27) seu nível máximo do seu volume útil. A última vez que isso ocorreu foi em 9 de abril de 2016, quando foi o racionamento de água no DF. As informações são da Agência Reguladora de Águas, Energia e Saneamento Básico do DF (Adasa)."
Deputado apresenta PL para preservar empregos na Eletrobras,"O deputado Lindomar Garçon (PRB-RO) apresentou à Câmara dos Deputados um projeto de lei que visa proteger os postos de trabalho dos empregados da Eletrobras em caso de privatização da estatal, informou a Agência Câmara de Notícias nesta quinta-feira."
"Após tragédia, Indonésia eleva alerta de erupção e tsunami","O governo da Indonésia elevou nesta quinta-feira (27) o nível de alerta na região do vulcão Anak Krakatoa de dois para três, o penúltimo degrau em uma escala que vai até quatro."
Corrida de São Silvestre terá 30 mil participantes este ano,"Começa nesta quinta-feira (27) a distribuição dos kits com chip e camiseta para atletas e amadores inscritos na 94ª Corrida Internacional de São Silvestre, a tradicional prova que ocorre no dia 31 de dezembro em São Paulo. Os cerca de 30 mil corredores têm até domingo (30) para retirar seus kits no Palácio de Convenções do Anhembi, zona norte da cidade."
Premier húngaro confirma presença na posse de Bolsonaro,"O primeiro-ministro da Hungria, Viktor Orbán, confirmou presença na posse do presidente eleito Jair Bolsonaro."
"Os cuidados para não ser arrastado por uma tromba d'água, o 'tsunami dos rios'","A morte de oito pessoas arrastadas por trombas d'água em diferentes pontos do Brasil na última semana serve de alerta sobre os perigos de visitar rios e cachoeiras durante a temporada de chuvas que se inicia, segundo especialistas ouvidos pela ""BBC News Brasil""."
"Terremoto de magnitude 5,6 atinge norte da Venezuela","Um terremoto de magnitude 5,6 atingiu o norte da Venezuela no início desta quinta-feira (27), informou o Serviço Geológico dos Estados Unidos (USGS). Testemunhas relataram tremores a mais de 100 quilômetros do epicentro do fenômeno."
Por que nascem mais meninos que meninas todos os anos no mundo?,"""Na espécie humana, a relação entre o nascimento de meninas e meninos pende a favor do sexo masculino"", diz a Organização Mundial da Saúde (OMS)."
"Igreja faz culto sem fim e ""prende"" refugiados na Holanda","HAIA - Jessa van der Vaart e Rosaliene Israel, duas ministras holandesas, costumam ir de bicicleta pedalando pelas ruas de Amsterdã até a paróquia protestante, no centro da cidade. Mas recentemente, elas puseram seus hábitos eclesiásticos no porta-malas de um carro e dirigiram até a cidade de Haia para se revezarem com outro colega na realização de um culto."
Relembre quais foram os famosos que nos deixaram em 2018,"Na música, no teatro, no cinema, gastronomia, na física e televisão. O ano de 2018 foi marcado pela despedida de diversas personalidades. Stephen Hawking, o renomado físico britânico, Aretha Franklin, a rainha do soul, Stan Lee, o mestre dos quadrinhos, são alguns dos nomes de famosos que nos deixaram, mas não sem imprimir a sua marca na nossa história. Relembre outras mortes de 2018 na retrospectiva a seguir:"
"""Lamentável retrocesso"", diz economista sobre reforma em SP","A Câmara Municipal de São Paulo aprovou quarta-feira (26) uma reforma da Previdência ""capenga"" na visão do consultor econômico Raul Velloso, especialista em contas públicas. Em entrevista ao ""Estado"", ele afirmou que a Prefeitura não poderia ter retirado do projeto a segregação de massas, essencial para dar sustentabilidade ao sistema no futuro."
Mulher de João de Deus também pode ser indiciada por crimes,"O delegado-geral da Polícia Civil de Goiás, André Fernandes de Almeida, afirmou que Ana Keyla Teixeira Lourenço, 40, mulher de João Teixeira de Faria, o médium João de Deus, poderá ser indiciada como coautora dos crimes de posse ilegal de arma de fogo e lavagem de dinheiro."
"Netanyahu estará na posse de Bolsonaro, afirma embaixada","O primeiro-ministro de Israel, Binyamin Netanyahu, deverá participar da cerimônia de posse do presidente eleito, Jair Bolsonaro, de acordo com a Embaixada de Israel. A informação veio um dia depois de a própria embaixada informar que ele viria nesta semana ao Brasil, mas provavelmente não ficaria até o dia 1.º por problemas na política interna de seu país. Netanyahu teria mudado de ideia ontem."
Queiroz diz que dinheiro em conta vem de revenda de carros,"O ex-assessor do senador eleito Flávio Bolsonaro (PSL-RJ), Fabrício Queiroz, falou em público pela primeira vez sobre as movimentações atípicas de R$ 1,2 milhão em sua conta, apontadas pelo Conselho de Controle de Atividades Financeiras (Coaf) e que levantaram uma crise em torno do presidente eleito Jair Bolsonaro (PSL), pai de Flávio. Ele atribui o dinheiro a seus negócios com venda de carros."
"Temer vai excluir corrupção do indulto natalino, diz Jungmann","O ministro da Segurança Pública, Raul Jungmann, confirmou nesta quarta-feira, 26, que o presidente Michel Temer excluirá crimes de corrupção do indulto natalino deste ano, conforme antecipou a Coluna do Estadão. Segundo o ministro, o decreto será assinado até sexta-feira, 28. A decisão foi acertada nesta quarta, durante reunião no Palácio do Planalto."
Ex-governador do Espírito Santo é assassinado em Vitória,"O ex-senador e ex-governador do Espírito Santo Gerson Camata (MDB) foi morto a tiros na tarde desta quarta-feita em Vitória, de acordo com a Secretaria de Segurança Pública do Estado. O crime aconteceu na rua Joaquim Lyrio, na Praia do Canto."
Câmara Municipal de SP vai investigar suposto tiro em vitrô,"A presidência da Câmara Municipal de São Paulo pedirá perícia para investigar um vitrô quebrado no quinto andar do Palácio Anchieta, sede do Legislativo municipal, descoberto após a confusão ocorrida no começo da tarde desta quarta-feira, 26, durante votação da reforma da Previdência Municipal. Um boletim de ocorrência está sendo registrado no 1.º Distrito Policial (Sé) para apurar o caso."
